Phenotype ID,Phenotype Parent ID,Display Name,Association Name,Description (Definition),Phenotype Data Type,Age,Sex Specific
5550,5010,Density of Whole Fruit per 1000 kcal,whfrden_dhq,Total Whole Fruit as a ratio to energy intake per 1000 kcal,continuous,age_dhq,NULL
5560,5020,Minutes of Moderate Activity Per Week,sqx_moderate_week_co,"Minutes of moderate activity per week was calculated from the supplemental questionnaire by multiplying days per week of moderate activity (Q34) by minutes per moderate activity session (Q35). Question 34 - ""Over the last 12 months, on average, how many days per week did you spend in any moderate physical activity where you worked up a light sweat or increased your breathing and heart rate to moderately high levels?"" Question 35 - ""Over the last 12 months, on average, how long was each session of moderate activity?"" ",continuous,sqx_age_co,NULL
5570,5020,Minutes of Strenuous Activity Per Week,sqx_strenuous_week_co,"Minutes of strenous activity per week was calculated from the supplemental questionnaire by multiplying days per week of stenuous activity (Q32) by minutes per moderate activity session (Q33). Question 32 - ""Over the last 12 months, on average, Over the last 12 months, on average, how long was each session of moderate activity? ?"" Question 33 - ""Over the last 12 months, on average, how long was each session of strenuous activity?"" ",continuous,sqx_age_co,NULL
5580,5020,Walking Frequency,sqx_walk_mi_o,"Walking frequency was determined from question 30 of the supplemental questionnaire. Question 30 - ""Not including any time at work, think about your activities over the past 12 months. How often did you walk a mile or more at a time without stopping?""",ordinal,sqx_age_co,NULL
5590,5020,Weightlifting,sqx_lift_weights_b,"Exercise by weightlifting was determined from question 31 of the supplemental questionnaire. Question 31 - ""In the past 12 months did you [lift weights]?""",binary,sqx_age_co,NULL
5600,5020,Weightlifting Frequency,sqx_lift_weights_lev_o,"Weightlifting frequency was determined from question 31 of the supplemental questionnaire. Question 31 - ""In the past 12 months, how often did you [lift weights]?""",ordinal,sqx_age_co,NULL
5610,5020,Physical Activity Frequency Per Month,sqx_active_b,"Physical activity frequency was dervived from question 31 of the supplemental questionnaire and was determined if the participant was active at least one time per month in the past 12 months? Question 31 - ""In the past 12 months, how often did you...""",binary,sqx_age_co,NULL
5620,5020,Walking Pace ,sqx_pace_o,"Participants' walking pace was determined from question 37 of the supplemental questionnaire.  Question 37 - ""What is your usual walking pace?""",ordinal,sqx_age_co,NULL
5630,5020,Flights of Stairs ,sqx_stairs_o,"The amount of stairs climbed daily was determined from question 38 of the supplemental questionnaire. Question 38 - ""How many flights of stairs do you usually climb daily?""",ordinal,sqx_age_co,NULL
5640,5020,Hours Spent in Vigorous Activities at Age 40,dqx_qxn_physicact_40_o,"Hours spent in vigorous activites at age 40 was determined from page 16 of the dietary questionnaire. Question ""When you were 40 years old, about how many hours did you spend in vigorous activities, such as swimming, brisk walking, etc.?""",ordinal,sqx_age_co,NULL
5650,5020,Hours Spent in Vigorous Activities Now,dqx_qxn_physicact_now_o,"Hours spent in vigorous activites now was determined from page 16 of the dietary questionnaire. Question ""About how many hours do you spend in vigorous activities, such as swimming, brisk walking, etc.?""",ordinal,sqx_age_co,NULL
5660,5030,Cigarette Smoking Status (BQ),bq_cig_stat_o,"Never, former, or current cigarette smoker, determined from question 12 of the baseline questionnaire. Question 12 - ""Do you smoke cigarettes regularly now?""",ordinal,bq_age_co,NULL
5661,5030,Cigarette Smoking Status (4 levels),bq_cig_stat_4lev_o,"Participants' current cigarette smoking status was determined from questions 12 and 13 of the baseline questionnaire. Question 12 - ""Do you smoke cigarettes regularly now?"". Question 13 - ""At what age did you last stop smoking cigarettes regularly?""",ordinal,bq_age_co,NULL
5670,5030,Number of Years Since Stopped Smoking Cigarettes (BQ),bq_cig_stop_co,The number of years since the participant stopped smoking (from baseline questionnaire),continuous,bq_age_co,NULL
5680,5030,Duration Smoked Cigarettes (BQ),bq_cig_years_co,The total number of years the participant smoked cigarettes. (From the baseline questionnaire.),continuous,bq_age_co,NULL
5690,5030,Number of Cigarettes Smoked Per Day (BQ),bq_cigpd_f_o,"The number of cigarettes smoked per day was determined from question 14 of the baseline questionnaire. Question 14 - ""During periods when you smoked, how many cigarettes did or do you usually smoke per day?""",ordinal,bq_age_co,NULL
5700,5030,Pack Years (BQ),bq_pack_years_co,Pack years was determined by multiplying the number of cigarette packs the participant smoked per day by the number of years they smoked. (from baseline questionnaire),continuous,bq_age_co,NULL
5710,5030,Cigar Smoking Status (BQ),bq_cigar_o,"Never, former, or current cigar smoker, determined from question 17 of the baseline questionnaire. Question 17 - ""Do you now or did you ever smoke cigars regularly for a year or longer?""",ordinal,bq_age_co,NULL
5720,5030,Cigarette Filtration Status (BQ),bq_filtered_f_b,"Participants' cigarette filtration status was detemined from question 15 of the baseline questionnaire. Question 15 - ""During periods when you smoked, did or do you more often smoke filter or non-filter cigarettes?""",binary,bq_age_co,NULL
5730,5030,Pipe Smoking Status (BQ),bq_pipe_o,"Participants' pipe smoking status was detemined from question 16 of the baseline questionnaire. Question 16 - ""Do you now or did you ever smoke a pipe regularly for a year or longer?""",ordinal,bq_age_co,NULL
5740,5030,Age Started Smoking (BQ),bq_smokea_f_co,"The age at which participants started smoking was detemined from question 11 of the baseline questionnaire. Question 11 - ""At what age did you start smoking cigarettes regularly?""",continuous,bq_age_co,NULL
5750,5030,Smoked Cigarettes for ≥6 Months (BQ),bq_smoked_f_b,"The variable was obtained from question 10 of the baseline questionnaire. Question 10 - ""Have you ever smoked cigarettes regularly for six months or longer?",binary,bq_age_co,NULL
5760,5030,Age Stopped Smoking (BQ),bq_ssmokea_f_co,"The age at which participants stopped smoking was detemined from question 13 of the baseline questionnaire. Question 13 - ""At what age did you last stop smoking cigarettes regularly?""",continuous,bq_age_co,NULL
5770,5030,Cigarette Smoking Status (SQX),sqx_current_cigarette_b,"Current cigarette smoker (yes, no), determined from questions 41-54 of the supplemental questionnaire?",binary,sqx_age_co,NULL
5780,5030,Cigarette Smoking Change (SQX + BQ),sqxbq_relapse_b,Relapsed from baseline to supplemental questionnaire. Former smoker at baseline who currently smoked on supplemental questionnaire.,binary,sqx_age_co,NULL
5790,5030,Smoked 100 Cigarettes ,sqx_smk100_b,"This was determined from question 41 of the supplemental questionnaire. Question 41- ""Have you smoked at least 100 cigarettes in your entire life?""",binary,sqx_age_co,NULL
5800,5030,Cigarette Type (SQX),sqx_smk_lgt_ca,"Types of cigarettes smoken was determined from question 43 of the supplemental questionnaire. Question 43- ""Over your lifetime did you mainly smoke ultra-light, light or regular cigarettes?""",categorical,sqx_age_co,NULL
5810,5030,Menthol Cigarettes (SQX),sqx_smk_menthol_b,"Menthol cigarette smoking status was determined from question 44 of the supplemental questionnaire. Question 44- ""Over your lifetime did you mainly smoke menthol or non-menthol cigarettes?""",binary,sqx_age_co,NULL
5820,5030,Past Month's Smoking Status (SQX),sqx_smk30days_b,"Past month's smoking status was determined from question 45 of the supplemental questionnaire. Question 45- ""In the past 30 days did you smoke cigarettes every day, some days or not at all?""",binary,sqx_age_co,NULL
5830,5030,Cigarettes Per Day (SQX),sqx_amt_smk_o,"Past month's smoking frequency was determined from question 46 of the supplemental questionnaire. Question 46- ""In the past 30 days, on days that you smoked, about how many cigarettes did you usually smoke per day?""",ordinal,sqx_age_co,NULL
5840,5030,Smoke Time After Waking Up (SQX),sqx_smk_wake_o,"Average time before smoking each day was determined from question 47 of the supplemental questionnaire. Question 47- ""How soon after you wake up do you usually smoke your first cigarette of the day?""",ordinal,sqx_age_co,NULL
5850,5030,Experience Cigarette Cravings (SQX),sqx_smk_crave3_b,"Cigarette craving expereince was determined from question 48 of the supplemental questionnaire. Question 48- ""Mark true or false for the following statement: 'I have trouble going more than a few hours without smoking'""",binary,sqx_age_co,NULL
5860,5030,Go to Store in the Rain for Cigarettes (SQX),sqx_smk_crave2_b,"Go to the store in the rain for cigarettes was determined from question 48 of the supplemental questionnaire. Question 48- ""Mark true or false for the following statement: 'Even in a bad rainstorm, if I ran out of cigarettes, I would probably go to the store to get some more.'""",binary,sqx_age_co,NULL
5870,5030,Trouble Not Smoking for Few Hours (SQX),sqx_smk_crave1_b,"Trouble not smoking for a few hours was determined from question 48 of the supplemental questionnaire. Question 48- ""Mark true or false for the following statement:  'When I go without smoking for a few hours, I experience craving.'""",binary,sqx_age_co,NULL
5880,5030,Would go Outside for Cigarettes (SQX),sqx_smk_crave4_b,"Would go outside for cigarettes was determined from question 48 of the supplemental questionnaire. Question 48- ""Mark true or false for the following statement: 'If I were in a public place where smoking was not allowed, I would probably go outside to smoke a cigarette, even in cold or rainy weather.""",binary,sqx_age_co,NULL
5890,5030,Plans to Quit Smoking 6 Months (SQX),sqx_smk_plan_quit_o,"Plans to quit smoking in the near future was determined from question 49 of the supplemental questionnaire. Question 49- ""Are you considering quitting smoking during the next 6 months?""",ordinal,sqx_age_co,NULL
5900,5030,Serious Attempts to Quit (SQX),sqx_smk_try_quit_b,"Serious attempts to quit smoking were determined from question 50 of the supplemental questionnaire. Question 50- ""In the past, have you ever made a serious attempt to quit smoking?  That is, have you stopped smoking for at least one day or longer because you were trying to quit?""",binary,sqx_age_co,NULL
5910,5030,Age Last Stopped Smoking (SQX),sqx_smk_age_quit_co,"The age at which the participant last stopped smoking was determined from question 52 of the supplemental questionnaire.  Question 52- ""How old were you when you most recently quit smoking?""",continuous,sqx_age_co,NULL
5920,5030,Cigarette Smoking Status (SQX),sqxo_cig_stat_o,Cigarette smoking status was determined from questions 41-54  of the supplemental questionnaire.,ordinal,sqx_age_co,NULL
5930,5030,Years Smoked (SQX),sqx_cig_years_co,"Total number of years the participant smoked was detemined from questions 41, 42, 45, 50, 51, and 52 of the supplemental questionnaire. ",continuous,sqx_age_co,NULL
5940,5030,Years Quit Smoking (SQX),sqx_years_quit_co,"Number of years since the participant quit smoking was determined from questions 41, 50, 51, and 52 of the supplemental questionnaire. ",continuous,sqx_age_co,NULL
5950,5030,Smoking Behavior Index (SQX),sqx_smk_behv_co,Current smokers' smoking behavior index was calculated using the participant's smoking cravings from question 48 of the supplemental questionnaire.,continuous,sqx_age_co,NULL
5960,5030,Fagerstrom Test of Nicotine Dependency (SQX),sqx_smk_ftnd_co,Current smokers' Gagerstrom Test of Nicotine Dependency was calculated calculated by combining the Heavy Smoking Index and the Smoking Behavior Index.,continuous,sqx_age_co,NULL
5970,5030,Heavy Smoking Index (SQX),sqx_smk_his_co,"Current smokers' Heavy Smoking Index calculated using how many cigarettes the participant smoked in the past 30 days and how soon after waking the participant had their first cigarette from questions 46 and 47 of the supplemental questionnaire. Question 46- ""In the past 30 days, on days that you smoked, about how many cigarettes did you usually smoke
each0 day0?"" Question 47-""How soon after you wake up do you usually smoke your first cigarette of the day?""",continuous,sqx_age_co,NULL
5980,5030,Lived with Smokers (SQX),sqx_smk_exp_adult_o,"Lived with smokers was determined from question 56 of the supplemental questionnaire. Question 56- ""As an adult (AFTER you turned 18), did you ever live with someone who smoked cigarettes in the home on a regular basis?""",ordinal,sqx_age_co,NULL
5990,5030,Lung Cancer Concern (SQX),sqx_worry_lungca_o,"Lung cancer concern was determined from question 58 of the supplemental questionnaire. Question 58- ""How often do you worry about getting lung cancer?""",ordinal,sqx_age_co,NULL
6000,5030,Perceived Risk of Lung Cancer Diagnosis (SQX),sqx_risk_lungca_o,"Percieved risk of lung cancer diagnosis was determined question 59 of the supplemental questionnaire. Question 59- ""Compared to others your age who currently smoke, what do you think your chances of being diagnosed with lung cancer are during your lifetime?""",ordinal,sqx_age_co,NULL
6010,5030,Pack Years (SQX + BQ),pack_years_bqelsesqx_co,Pack years was determined by multiplying the number of cigarette packs the participant smoked per day by the number of years they smoked. (from baseline questionnaire and the supplemental questionnaire),continuous,sqx_age_co,NULL
7000,NULL,Non-cancer medical conditions,NULL,NULL,NULL,NULL,NULL
7010,7000,Male Hair pattern at 45,sqx_balding_trend_o,"Hair pattern at age 45 was determined from question 74 of the supplemental questionnaire. Question 74- ""What was your hair pattern at age 45? Answers are given by bubbling circles next to images of generalized hair patterns.""",categorical,NULL,male
7020,7000,Cirrhosis,bq_cirrhosis_b,"History of cirrhosis was determined from question 28 of the baseline questionnaire. Question 28 - ""Has a doctor ever told you that you have any of the following conditions?""",binary,bq_age_co,NULL
7030,7000,Crohn's Disease,bq_crohns_disease_b,"History of chron's disease was determined from question 28 of the baseline questionnaire. Question 28 - ""Has a doctor ever told you that you have any of the following conditions?""",binary,bq_age_co,NULL
7040,7000,Familial Polyposis,bq_familial_polyposis_b,"History of familial polyposis was determined from question 28 of the baseline questionnaire. Question 28 - ""Has a doctor ever told you that you have any of the following conditions?""",binary,bq_age_co,NULL
7050,7000,Hepatitis,bq_hepatitis_b,"History of hepatitis was determined from question 28 of the baseline questionnaire. Question 28 - ""Has a doctor ever told you that you have any of the following conditions?""",binary,bq_age_co,NULL
7060,7000,Ulcerative Colitis,bq_ulcerative_colitits_b,"History of ulcerative colitis was determined from question 28 of the baseline questionnaire. Question 28 - ""Has a doctor ever told you that you have any of the following conditions?""",binary,bq_age_co,NULL
7070,7000,Bronchitis,bq_bronchit_f_b,"History of bronchitis was determined from question 28 of the baseline questionnaire. Question 28 - ""Has a doctor ever told you that you have any of the following conditions?""",binary,bq_age_co,NULL
7080,7000,Diverticulitis/Diverticulosis,bq_divertic_f_b,"History of diverticulitis/diverticulosis was determined from question 28 of the baseline questionnaire. Question 28 - ""Has a doctor ever told you that you have any of the following conditions?""",binary,bq_age_co,NULL
7090,7000,Gallbladder Stones or Inflammation,bq_gallblad_f_b,"History of gallbladder stones or inflammation was determined from question 28 of the baseline questionnaire. Question 28 - ""Has a doctor ever told you that you have any of the following conditions?""",binary,bq_age_co,NULL
7100,7000,Coronary Heart Disease/ Heart Attack,bq_hearta_f_b,"History of coronary heart disease/ heart attack was determined from question 28 of the baseline questionnaire. Question 28 - ""Has a doctor ever told you that you have any of the following conditions?""",binary,bq_age_co,NULL
7110,7000,Colorectal Polyps,bq_polyps_f_b,"History of colorectal polyps was determined from question 28 of the baseline questionnaire. Question 28 - ""Has a doctor ever told you that you have any of the following conditions?""",binary,bq_age_co,NULL
7120,7000,Prostatitis,bq_infpros_f_b,"Prostatitis status was determined from question M36 of the baseline questionnaire. Question M36 - ""Has a doctor ever told you that you had an inflamed prostate or prostatitis?""",binary,bq_age_co,male
7130,7000,Nightime Urination Frequency (BQ),bq_urinate_f_o,"Nightime urination frequency was determined from question M31 of the baseline questionnaire. Question M31 - ""During a typical night in the last year, how many times did you usually wake up to urinate?""",ordinal,bq_age_co,male
7140,7000,Frequent Nightime Urination Age (BQ),bq_urinatea_o,"Age at which frequent nightime urination began was determined from question M32 of the baseline questionnaire. Question M32 - ""How old were you when you first began waking up to urinate more than once a night on a regular basis?""",ordinal,bq_age_co,male
7150,7000,Prostatectomy for Benign Disease,bq_surg_prostatectomy_b,"History of prostatectomy for benign disease was determined from question M38 of the baseline questionnaire. Question M38 - ""Have you ever had any of the following surgical procedures of the prostate?""",binary,bq_age_co,male
7160,7000,Transurethral Resection of Prostate,bq_surg_resection_b,"History of transurethral resection of prostate was determined from question M38 of the baseline questionnaire. Question M38 - ""Have you ever had any of the following surgical procedures of the prostate?""",binary,bq_age_co,male
7170,7000,Osteoarthritis,sqxbq_osteoarthritis_b,"History of osteoarthritis was determined from question 19 of the supplemental questionnnaire. Question 19 - ""Were you ever diagnosed with arthritis? If yes, what type of arthritis?""",binary,sqx_age_co,NULL
7180,7000,Rheumatoid Arthritis,sqxbq_rheumatoid_arthritis_b,"History of rheumatoid arthritis was determined from question 19 of the supplemental questionnnaire. Question 19 - ""Were you ever diagnosed with arthritis? If yes, what type of arthritis?""",binary,sqx_age_co,NULL
7190,7000,Stroke (SQX + BQ),sqxbq_stroke_b,"History of stroke was determined from question 18 of the supplemental questionnnaire and question 28 of the baseline questionnaire. Question 18 of SQX - ""Were you ever diagnosed with [stroke]?"" Question 28 of BQ- ""28. Has a doctor ever told you that you have any of the following conditions? """,binary,sqx_age_co,NULL
7200,7000,Heart Attack (SQX + BQ),sqxbq_hearta_b,"History of heart attack was determined from question 18 of the supplemental questionnnaire and question 28 of the baseline questionnaire. Question 18 of SQX - ""Were you ever diagnosed with [heart attack]?""  supplemental questionnnaire .  Question 28 of BQ- ""28. Has a doctor ever told you that you have any of the following conditions? """,binary,sqx_age_co,NULL
7210,7000,High Cholesterol (SQX),sqx_cholesterol_b,"History of high cholesterol was determined from question 18 of the supplemental questionnnaire. Question 18 - ""Were you ever diagnosed with [high cholesterol]?""",binary,sqx_age_co,NULL
7220,7000,Hypertension (SQX + BQ),sqxbq_hyperten_b,"History of hypertension was determined from question 18 of the supplemental questionnnaire and question 28 of the baseline questionnaire. Question 18 of SQX - ""Were you ever diagnosed with [hypertension]?""  supplemental questionnnaire .  Question 28 of BQ- ""28. Has a doctor ever told you that you have any of the following conditions? """,binary,sqx_age_co,NULL
7230,7000,Diabetes (SQX + BQ),sqxbq_diabetes_b,"History of diabetes was determined from question 18 of the supplemental questionnnaire and question 28 of the baseline questionnaire. Question 18 of SQX - ""Were you ever diagnosed with [diabetes]?""  supplemental questionnnaire .  Question 28 of BQ- ""28. Has a doctor ever told you that you have any of the following conditions? """,binary,sqx_age_co,NULL
7240,7000,Osteoporosis (SQX + BQ),sqxbq_osteopor_b,"History of osteoporosis was determined from question 18 of the supplemental questionnnaire and question 28 of the baseline questionnaire. Question 18 of SQX - ""Were you ever diagnosed with [osteoporosis]?""  supplemental questionnnaire .  Question 28 of BQ- ""28. Has a doctor ever told you that you have any of the following conditions? """,binary,sqx_age_co,NULL
7250,7000,Asthma (SQX),sqx_asthma_b,"History of asthma was determined from question 18 of the supplemental questionnnaire. Question 18 - ""Were you ever diagnosed with [asthma]?""",binary,sqx_age_co,NULL
7260,7000,Emphysema (SQX + BQ),sqxbq_emphysema_b,"History of emphysema was determined from question 18 of the supplemental questionnnaire and question 28 of the baseline questionnaire. Question 18 of SQX - ""Were you ever diagnosed with [emphysema]?""  supplemental questionnnaire .  Question 28 of BQ- ""28. Has a doctor ever told you that you have any of the following conditions? """,binary,sqx_age_co,NULL
7270,7000,Arthritis (SQX + BQ),sqxbq_arthritis_b,"History of arthritis was determined from question 19 of the supplemental questionnnaire and question 28 of the baseline questionnaire. Question 19 - ""Were you ever diagnosed with arthritis? If yes, what type of arthritis?"" Question 28 of BQ- ""28. Has a doctor ever told you that you have any of the following conditions? """,binary,sqx_age_co,NULL
7280,7000,Broken Hip ,sqx_broke_hip_b,"History of broken hip was determined from question 20 of the supplemental questionnnaire. Question 20 - ""After you were 40 years old, did you ever have a bone fracture or broken bone in any of the following parts of your body?""",binary,sqx_age_co,NULL
7290,7000,Broken forearm or wrist,sqx_broke_arm_b,"History of broken forearm or wrist was determined from question 20 of the supplemental questionnnaire. Question 20 - ""After you were 40 years old, did you ever have a bone fracture or broken bone in any of the following parts of your body?""",binary,sqx_age_co,NULL
7300,7000,Broken Vertebra ,sqx_broke_vertebra_b,"History of broken vertebra was determined from question 20 of the supplemental questionnnaire. Question 20 - ""After you were 40 years old, did you ever have a bone fracture or broken bone in any of the following parts of your body?""",binary,sqx_age_co,NULL
7310,7000,No Broken Bones ,sqx_broke_none_b,"History of  no broken bones was determined from question 20 of the supplemental questionnnaire. Question 20 - ""After you were 40 years old, did you ever have a bone fracture or broken bone in any of the following parts of your body?""",binary,sqx_age_co,NULL
7320,7000,Male Pattern Baldness at Age 45,sqx_ever_balding_b,"Male pattern baldness at age 45 was determined from question 74 of the supplemental questionnaire. Question 74- ""What was your hair pattern at age 45? Answers are given by bubbling circles next to images of generalized hair patterns."" Participant was considered balding if the answer to question 74 was any of the following: ""Mild Forehead Recession"", ""Mild Forehead Recession + Small Top Balding"", ""Forehead + Top Balding"", ""Hair only on Sides and Back"". Participant was considered a ""No"" if their answer was ""No Balding."" ",binary,NULL,male
7330,7000,Male Pattern Baldness at Top of Head at Age 45,sqx_top_bald_b,"Male pattern baldness at the top of head at age 45 was determined from question 74 of the supplemental questionnaire. Question 74- ""What was your hair pattern at age 45? Answers are given by bubbling circles next to images of generalized hair patterns. Participant was considered balding at the top of head if the answer to Question 74 was any of the following: ""Mild Forehead Recession + Small Top Balding"", ""Forehead + Top Balding"", ""Hair only on Sides and Back"". Participant was considered a ""No"" if their answer was  ""Mild Forehead Recession"" or ""No Balding"".",binary,NULL,male
7340,7000,Nightime Urination Frequency (SQX),sqx_urinate_o,"Nightime urination frequency was determined from question M75 of the supplemental questionnaire. Question M75 - ""During a typical night in the last year, how many times did you usually wake up to urinate?""",ordinal,sqx_age_co,male
7350,7000,Frequent Nightime Urination Age (SQX),sqx_urinatea_o,"Age at which frequent nightime urination began was determined from question M76 of the supplemental questionnaire. Question M76 - ""How old were you when you first began waking up to urinate more than once a night on a regular basis?""",ordinal,NULL,male
7360,7000,Enlarged Prostate or BPH (SQX + BQ),sqxbq_bph_b,"Enlarged prostate or benign prostatic hyperplasis was determined from question M77 of the supplemental questionnaire and question M36 of the baseline questionnaire. Question 77 of SQX- Question 77- ""Has a doctor ever told you that you had an enlarged prostate or benign prostatic hypertrophy (BPH)?"" Question M36 of BQ - ""Has a doctor ever told you that you had an inflamed prostate or prostatitis?""",binary,sqx_age_co,male
7370,7000,Age at Enlarged Prostate or BPH Diagnosis (SQX + BQ),sqxbq_bpha_o,"Age at enlarged prostate or benign prostatic hyperplasis was determined from question M78 of the supplemental questionnaire and question M36 of the baseline questionnaire. Question 78 of SQX- ""How old were you when a doctor first told you had [an enlarged prostate or benign prostatic hypertrophy (BPH)]?""Question M36 of BQ - ""Has a doctor ever told you that you had an inflamed prostate or prostatitis?""",ordinal,NULL,male
7380,7000,Alzheimer's,alzh_cat,"A determination of Alzheimer's based on Medicare and Medicaid Services data for participants with at least two years of Medicare coverage from 2008-2015. A value of Positive indicates at least two years with Medicare claims referencing the disease Alzheimer's. A value of Indeterminate indicates either one year with claims referencing Alzheimer's, or CMS referencing Alzheimer's in any year, but none can be found in 2008-2015.",binary,bq_age_co,NULL
7390,7000,Alzheimer's-Dementia,alzh_demen_cat,"A determination of Alzheimer's-Dementia based on Medicare and Medicaid Services data for participants with at least two years of Medicare coverage from 2008-2015. A value of Positive indicates at least two years with Medicare claims referencing Alzheimer's-Dementia. A value of Indeterminate indicates either one year with claims referencing Alzheimer's-Dementia, or CMS referencing Alzheimer's-Dementia in any year, but none can be found in 2008-2015.",binary,bq_age_co,NULL
7400,7000,Atrial Fibrillation,atrial_fib_cat,"A determination of Atrial Fibrillation based on Medicare and Medicaid Services data for participants with at least two years of Medicare coverage from 2008-2015. A value of Positive indicates at least two years with Medicare claims referencing Atrial Fibrillation. A value of Indeterminate indicates either one year with claims referencing Atrial Fibrillation, or CMS referencing Atrial Fibrillation in any year, but none can be found in 2008-2015.",binary,bq_age_co,NULL
7410,7000,Congestive Heart Failure ,chf_cat,"A determination of Congestive Heart Failure  based on Medicare and Medicaid Services data for participants with at least two years of Medicare coverage from 2008-2015. A value of Positive indicates at least two years with Medicare claims referencing Congestive Heart Failure. A value of Indeterminate indicates either one year with claims referencing Congestive Heart Failure , or CMS referencing Congestive Heart Failure in any year, but none can be found in 2008-2015.",binary,bq_age_co,NULL
7420,7000,Chronic Kidney Disease,chronickidney_cat,"A determination of Chronic Kidney Disease based on Medicare and Medicaid Services data for participants with at least two years of Medicare coverage from 2008-2015. A value of Positive indicates at least two years with Medicare claims referencing Chronic Kidney Disease. A value of Indeterminate indicates either one year with claims referencing Chronic Kidney Disease, or CMS referencing Chronic Kidney Disease in any year, but none can be found in 2008-2015.",binary,bq_age_co,NULL
7430,7000,COPD,copd_cat,"A determination of COPD based on Medicare and Medicaid Services data for participants with at least two years of Medicare coverage from 2008-2015. A value of Positive indicates at least two years with Medicare claims referencing COPD. A value of Indeterminate indicates either one year with claims referencing COPD, or CMS referencing COPD in any year, but none can be found in 2008-2015.",binary,bq_age_co,NULL
7440,7000,Depression,depression_cat,"A determination of Depression based on Medicare and Medicaid Services data for participants with at least two years of Medicare coverage from 2008-2015. A value of Positive indicates at least two years with Medicare claims referencing Depression. A value of Indeterminate indicates either one year with claims referencing Depression, or CMS referencing Depression in any year, but none can be found in 2008-2015.",binary,bq_age_co,NULL
7450,7000,Diabetes,diabetes_cat,"A determination of Diabetes based on Medicare and Medicaid Services data for participants with at least two years of Medicare coverage from 2008-2015. A value of Positive indicates at least two years with Medicare claims referencing Diabetes. A value of Indeterminate indicates either one year with claims referencing Diabetes, or CMS referencing Diabetes in any year, but none can be found in 2008-2015.",binary,bq_age_co,NULL
7460,7000,Ischemic Heart Disease,ischemicheart_cat,"A determination of Ischemic Heart Disease based on Medicare and Medicaid Services data for participants with at least two years of Medicare coverage from 2008-2015. A value of Positive indicates at least two years with Medicare claims referencing Ischemic Heart Disease. A value of Indeterminate indicates either one year with claims referencing Ischemic Heart Disease, or CMS referencing Ischemic Heart Disease in any year, but none can be found in 2008-2015.",binary,bq_age_co,NULL
7470,7000,Rheumatoid Arthritis,ra_oa_cat,"A determination of Rheumatoid Arthritis based on Medicare and Medicaid Services data for participants with at least two years of Medicare coverage from 2008-2015. A value of Positive indicates at least two years with Medicare claims referencing Rheumatoid Arthritis. A value of Indeterminate indicates either one year with claims referencing Rheumatoid Arthritis, or CMS referencing Rheumatoid Arthritis in any year, but none can be found in 2008-2015.",binary,bq_age_co,NULL
8000,NULL,Reproductive factors,NULL,NULL,NULL,NULL,NULL
8010,8000,Hysterectomy,bq_hyster_f_b,"Hysterectomy status was determined from question F47 of baseline questionnaire. Question F47 - ""Have you had a hysterectomy, that is, have you had your uterus or womb removed?""",binary,bq_age_co,female
8030,8000,Pregnancy Attempts,bq_trypreg_b,"Participants' pregnancy attempts was determined from question F34 of baseline questionnaire.  Question F34 - ""Have you ever tried to become pregnant for a year or more without success?""",binary,bq_age_co,female
8040,8000,Tubal/Ectopic Pregnancies,bq_tubal_o,"The number of tubal/ectopic pregnancies was determined from question F40 of the baseline questionnaire. Question F40 - ""How many of your pregnancies resulted in a pregnancy in one of your tubes, that is, a tubal or ectopic pregnancy?""",ordinal,bq_age_co,female
8050,8000,Age at Menarche,bq_fmenstr_o,"Age at menarche was determined from question F31 of the baseline questionnaire. Question F31 - ""How old were you when you had your first menstrual period?""",ordinal,NULL,female
8060,8000,Age at Menopause,bq_menstr_natural_o,"Age at menopause among women with natural menopause was determined from question F32 of baseline questionnaire. Question F32 - ""How old were you when you had your last period?""",ordinal,NULL,female
8070,8000,Benign or Fibrocystic Breast Disease,bq_bbd_b,"Begnign or fibrocystic breast disease status was determined from question F54 of the baseline questionnaire. Question F54 - ""Have you ever been told by a doctor that you had any of the following conditions?""",binary,bq_age_co,female
8080,8000,Benign Ovarian Tumor/Cyst,bq_benign_ovcyst_b,"Begnign orvarian tumor/cyst status was determined from question F54 of the baseline questionnaire. Question F54 - ""Have you ever been told by a doctor that you had any of the following conditions?""",binary,bq_age_co,female
8090,8000,Endometriosis,bq_endometriosis_b,"Uterine fibroid tumor status was determined from question F54 of the baseline questionnaire. Question F54 - ""Have you ever been told by a doctor that you had any of the following conditions?""",binary,bq_age_co,female
8100,8000,Uterine Fibroid Tumors,bq_uterine_fib_b,"Endometriosis status was determined from question F54 of the baseline questionnaire. Question F54 - ""Have you ever been told by a doctor that you had any of the following conditions?""",binary,bq_age_co,female
8110,8000,Multiple Pregnancy,sqx_twins_b,"Multiple pregnancy was determined from question 60 of the supplemental questionnaire. Question 60- ""During any of your pregnancies, were you carrying more than one baby (twins, triplets, etc.)?""",binary,bq_age_co,female
8120,8000,Oophorectomy,bq_ovariesr_f_ca,"Oophorectomy status (none vs. any removal) was determined from questions F49 &F50 of baseline questionnaire. Question F49 - ""Have you ever had one or both of your ovaries removed?""; Question F50 - ""What exactly was removed?""",binary,bq_age_co,female
9000,NULL,Mortality,NULL,NULL,NULL,NULL,NULL
9010,9000,All Cause Mortality,is_dead,All cause mortality status through 2015 ,binary,mortality_exitage,NULL
